Community,Id,Request,Score1,Score2,Score3,Score4,Score5,TurkId1,TurkId2,TurkId3,TurkId4,TurkId5,Normalized Score,Average,Classification,
Wikipedia,485293,"Blocked, templated.  Next?",10,3,6,8,12,AYG3MF094634L,AVHARSCRX7M9E,AHH34KPTA2LSS,A38WUWONC7EXTO,A2JKFTV0JXWMI6,-1.430648602,7.8,Rude,0.745773822
Wikipedia,209786,That's correct - but we weren't strict about it. Why?,9,17,13,11,16,A233ONYNWKDIYF,AISPSIJ54U4SC,A199E33VY97TR,A3T3VES112CGFO,A1F4D2PZ7NNWTL,-0.157634499,13.2,Rude,0.506706956
Wikipedia,473787,Not sure. Maybe try the <url>?,17,9,17,17,17,A233ONYNWKDIYF,A1QV3X9YMQQ3OQ,A3OW54MEVDKXJL,A1JK9DYKWYZZEK,AZ1RJVNOZFIWV,0.127876642,15.4,Polite,0.856210713
Wikipedia,616622,"The reason given on the <nowiki><person></nowiki> tag (''""Non-notable book promo""'') seems to have nothing at all to do with the article. Is this on the correct article?",9,17,15,8,10,A233ONYNWKDIYF,A2X9AEDAHF7O7S,AYG3MF094634L,A1F4D2PZ7NNWTL,AZOAW8JH5HJJK,-0.568511863,11.8,Rude,0.716152596
Wikipedia,528867,"Hey,saw you had a page in the works in your sandbox. Are you planning to move it to mainspace soon?",17,19,13,13,15,AO3XB5I5QNNUI,A1ST1WRDA4ALST,A31RP7HI5172B,A13CO3B2BRXQLZ,A3SQ6ORWDN5BGZ,0.325712278,15.4,Polite,0.04972795
Wikipedia,49008,"So, is the template too much? Should I add it to all articles contained within the template?",17,21,17,21,13,A233ONYNWKDIYF,A2WKPCZU4U110T,A2UFD1I8ZO1V4G,A2ULMYRKQMNNFG,A37ADCYLCSB5O2,0.736559469,17.8,Polite,0.517579617
Wikipedia,89225,It looks like you have done considerable work on <url>.  Could you add at least some references to the article in keeping with <url>?,17,16,9,15,8,A2UFD1I8ZO1V4G,A22SZHZTF72TRM,A6YO9886DY2SC,AYG3MF094634L,A1BJTTNDDFZ3ZP,0.026420158,13,Rude,0.463651252
Wikipedia,629611,I'm not sure what you mean by the old factory farming discussion. Is something missing?,15,20,13,9,21,AYG3MF094634L,AO5E3LWBYM72K,ARYGQ46IMW8AU,A3CFNUD7VR2E1E,A34ZSF2JSRXIRP,0.107457434,15.6,Polite,0.117165679
Wikipedia,622508,"Sorry about that. Better luck next time, OK?",13,17,17,17,10,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,AYG3MF094634L,A13CO3B2BRXQLZ,A38N58BSMTA0BE,0.469315536,14.8,Neutral,0.491779716
Wikipedia,242241,"How can anyone analyze the page if you keep deleting the content? <url> 01:28, 18 December 2006 (UTC)  Are you afraid someone might vote for it?",5,1,9,5,1,A3I83CQLOZRO79,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,-2.205854909,4.2,Rude,0.910510284
Wikipedia,159429,"What is unreliable about the newspaper article reports about the protests in Meliti, Lofi, etc? Are you alleging that the protests against the Greek military did not occur?",9,7,12,7,5,A233ONYNWKDIYF,APMYUTI3V3Y6R,A28TXBSZPWMEU9,A29B522D0BX6HN,A19ZT0TQPFA2,-1.289542134,8,Rude,0.500501055
Wikipedia,590973,"Just think about it. If, unlike Saudi Arabia, the US is the Land of the Free, then how come you are only allowed to drink <url>?",9,1,13,11,9,A233ONYNWKDIYF,APDWVWS2HMSFD,A3GOI327COFGY5,A29B522D0BX6HN,A3IHLWMZNBLUR4,-1.054428149,8.6,Rude,0.076347006
Wikipedia,274819,If you have time could you look at <url><url> on the <url> article. I'm wondering what your thoughts are in terms whether it should go or stay?,17,17,13,21,22,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,0.912014893,18,Polite,0.245165856
Wikipedia,124118,"I didn't have those in <person> because they were already included under the tributaries categories. Is this one of those ""basketball player"" exceptions?",13,5,13,17,7,A2UFD1I8ZO1V4G,A26YKYQIA3GX8B,A28ZB4ZB13BWAI,A2AMGE57IJVSHF,A29B522D0BX6HN,-0.497140108,11,Rude,0.281074119
Wikipedia,21293,"Hi, I understand that the WP:COI rules would still apply, regardless of username. Could you kindly approve the change in my user name from cecn to funshine?",21,22,25,25,17,A233ONYNWKDIYF,A28TXBSZPWMEU9,A28ZB4ZB13BWAI,A3BY68N6X2BEGS,AIPK94CUWL45W,1.654451585,22,Polite,0.232980867
Wikipedia,619614,But I don't know anything about central europe. Have you tried the normal dispute resolution avenues?,14,12,14,20,7,A1RPVYUPJZGM9Z,A199E33VY97TR,AYG3MF094634L,AO5E3LWBYM72K,A3MN5VOZFQPNZF,-0.084317446,13.4,Rude,0.552346303
Wikipedia,341902,<url>. Do you think it has any chance?,13,13,9,13,13,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2AMGE57IJVSHF,A29B522D0BX6HN,AIPK94CUWL45W,-0.388987373,12.2,Rude,0.778417152
Wikipedia,582114,"It was for closure's sake, as to show that the debate was closed and that was the result, the user was '''blocked''' and the userpage was '''deleted'''.  Doesn't that show you the items better?",13,11,15,9,9,A2ZABRSFZKUOKV,A3L8MJ1C4OEDGV,A2ULMYRKQMNNFG,A3EJ5TT2ZGBIDA,A3TFQK7QK8X6LM,-0.783749826,11.4,Rude,0.794801368
Wikipedia,61271,"I am not familiar with the credit card / porn star identity incident you mentioned in AnonEMouse's RFA, but I would like to take a closer look at it.  Could you provide some more direct diffs related to Mouse's involvment?",18,21,15,21,7,A3I83CQLOZRO79,A233ONYNWKDIYF,AI4WWBB2PNCKH,A26YKYQIA3GX8B,A28K8ST8B2XU0N,0.681647541,16.4,Polite,0.851856194
Wikipedia,111681,On <url> there's a comment by you about moving the page to its official name. Any more thoughts on that?,13,13,17,21,17,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A28ZB4ZB13BWAI,A00613921OIEGJA322163,A2AMGE57IJVSHF,0.343319977,16.2,Polite,0.556282974
Wikipedia,221621,"Hi- The Magnificent Clean-keeper- I note that you recently removed a contribution I made to the <url> page, citing lack of ""notability"" as the reason. Iu2019m not saying you where wrong to do so (notability is an important criteria in the Wiki project), however, since the definition of ""notability"" is hard to pin down, could we discuss this particular instance, in greater detail, at some point?",21,17,5,18,21,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A26YKYQIA3GX8B,A2QH1BQA6GR48O,A28ZB4ZB13BWAI,0.763210301,16.4,Polite,0.751143295
Wikipedia,555624,"The <url> has a request (header ""<url>"") left a few hours ago by someone who has pictures of signs in China but can't read them.  Would you please be willing to help?",17,18,19,17,14,AE3D6SE2D8UPQ,A6YO9886DY2SC,A3L8MJ1C4OEDGV,ARYGQ46IMW8AU,A3EJ5TT2ZGBIDA,0.550145189,17,Polite,0.397794833
Wikipedia,215347,"Is this, perhaps, what the main article calls a ""Backshot wheel""? If so, should the article be renamed?",17,13,14,9,17,A233ONYNWKDIYF,A199E33VY97TR,AYG3MF094634L,A2MWGIVIKOXWYM,A1F4D2PZ7NNWTL,0.084855687,14,Rude,0.44251582
Wikipedia,328144,"I have no need to search the interwebs, all that matters is it offends people and is a violation of NPOV and MoS. ""All Wikipedia articles and other encyclopedic content must be written from a neutral point of view (NPOV), representing fairly and without bias all significant views (that have been published by reliable sources)"" - ess-eff is a bias term for a minority group of fans, put it this way: is there an SF-channel, or how often is the clichxe9 ess-eff used outside fan-groups?",13,13,12,7,9,A233ONYNWKDIYF,A2MWGIVIKOXWYM,A1E0EK09CA5OIO,A38N58BSMTA0BE,AEYHIQUDWJ3KV,-0.671586458,10.8,Rude,0.145386102
Wikipedia,628435,"Ok, you are now an admin on the Wiktionary and Wikiquote, but I can not make you a sysop on a wiki that doesn't exist, so you're not one at Wikibooks yet. Are you sure it is sensible to create three new projects at once in this language?",10,16,13,19,13,A2YFPO0N4GIS25,A3MN5VOZFQPNZF,A1BJTTNDDFZ3ZP,AVHARSCRX7M9E,A1Y3Z92RE62NPS,0.173702501,14.2,Neutral,0.645713596
Wikipedia,403168,Yes I did.  Did you happen to check out <url>?,9,13,13,17,13,A1486XFUE4FA27,A2WKPCZU4U110T,A2UFD1I8ZO1V4G,AC25X12LNYY6Y,A872FSFU7WV6W,-0.23154878,13,Rude,0.016119474
Wikipedia,620486,? What?,11,9,13,10,7,AYG3MF094634L,A2JG59YYWBBC5C,A1E0EK09CA5OIO,A1F4D2PZ7NNWTL,A2JKFTV0JXWMI6,-1.179823729,10,Rude,0.642263142
Wikipedia,441245,Figured it was broadly agreed and issues broadly resolved. Shall we pick it up then?,17,13,13,13,17,A233ONYNWKDIYF,AHH34KPTA2LSS,A2UBXHCHM2I6IL,A872FSFU7WV6W,A1F4D2PZ7NNWTL,0.159721071,14.6,Neutral,0.059084831
Wikipedia,278916,"Hi Michael, have you ever heard of this term before?  Does it have wide usage?",13,24,23,16,21,A2UFD1I8ZO1V4G,AO5E3LWBYM72K,A2MWGIVIKOXWYM,A1GK3MPU2HL0C8,A1F4D2PZ7NNWTL,0.760739307,19.4,Polite,0.58410024
Wikipedia,115277,"Thanks for adding the WSL windmill picture. I see you are in Belgium, any chance of adding more pictures to the various lists?",17,21,21,19,21,A233ONYNWKDIYF,APDWVWS2HMSFD,A3GOI327COFGY5,A29B522D0BX6HN,A3IHLWMZNBLUR4,1.148906636,19.8,Polite,0.942901572
Wikipedia,221879,I tried it on <url> and it didn't work for me. Can you give me one example page?,17,17,13,21,13,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A00613921OIEGJA322163,ANVEDG15GV3QE,0.328023703,16.2,Polite,0.971999622
Wikipedia,626332,"After he flipped out on my talk page, I blocked the IP. Is there a sock report or a list somewhere where we're tracking the socks as they crop up?",9,17,9,21,17,AEWF3138PFWEN,A2ZKDPANCVA690,A2HUIIM8G3Q1VI,A2LQ33BQ8G259D,A1F4D2PZ7NNWTL,0.123235688,14.6,Neutral,0.674852808
Wikipedia,516755,"Well, I'll review it anyhow, and we'll see where we need to go.  Deal?",13,9,17,17,9,A233ONYNWKDIYF,A1TLLJDX8H4JP1,AC25X12LNYY6Y,A1F4D2PZ7NNWTL,AEYHIQUDWJ3KV,-0.040102229,13,Rude,0.025247697
Wikipedia,144161,I though it's better like that. Can you revert it?,17,13,13,21,13,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A00613921OIEGJA322163,ANVEDG15GV3QE,0.061511947,15.4,Polite,0.253261132
Wikipedia,626716,"Even worse: ""The authorized use of this data is limited to informational and educational purposes only, and NOT for operational or commercial purposes."" This clearly disqualifies the text for Wikipedia purposes, I'm afraid we'll have to delete the article. Do you know of any similar contributions you've made?",13,5,17,6,9,A22SZHZTF72TRM,AC19WQADO0IFX,AK46ZNEC6R89C,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,-0.616653201,10,Rude,0.598310267
Wikipedia,620305,you could have started the discussion yourself. How can you say there was no consensus against the edits if there had been no discussion at the time you were doing the reverting?,17,5,5,11,13,A2UFD1I8ZO1V4G,A1QV3X9YMQQ3OQ,A1BJTTNDDFZ3ZP,AVHARSCRX7M9E,A13CO3B2BRXQLZ,-0.526952727,10.2,Rude,0.548984888
Wikipedia,604911,There is a very nice moving picture at <url> which illustrates the bisection method. Can we get it for our version?,17,21,21,17,13,A1T5YMBH35PDBX,A233ONYNWKDIYF,APMYUTI3V3Y6R,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,0.961981519,17.8,Polite,0.599023038
Wikipedia,618986,What's wrong with the standard NBA style for the userbox template?  Why can't the Thunder's box look LIKE EVERY OTHER TEAM'S?,9,6,5,11,11,A233ONYNWKDIYF,A3MN5VOZFQPNZF,A2MWGIVIKOXWYM,A1GK3MPU2HL0C8,A872FSFU7WV6W,-0.910403542,8.4,Rude,0.444985385
Wikipedia,136418,"Hello Iris. Would you add Straka's signing with a Czech team into, to his page?",17,17,13,21,21,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A1G05O3HM7DNVZ,A3IHLWMZNBLUR4,0.572691358,17.8,Polite,0.861850695
Wikipedia,154948,"Hi, I did post at <url> about the new Civil Ensign for Jersey but I've not had a reply yet. Any thoughts?",25,17,19,21,14,AO5E3LWBYM72K,AC25X12LNYY6Y,AD1IH74UX9IAI,A38N58BSMTA0BE,AZOAW8JH5HJJK,0.988078988,19.2,Polite,0.000833947
Wikipedia,629653,"(Constantine and Leo are English, not Latin names.) Why don't you answer my question about Constantine the Great?",7,12,5,5,5,AW6UIL04MLQ9N,AYG3MF094634L,A2LBBOZZ22O24L,A1TLLJDX8H4JP1,A1F4D2PZ7NNWTL,-1.46956838,6.8,Rude,0.123071149
Wikipedia,327166,"For 2003-04 the Tony Kempster site doesn't show steps, it shows levels (this was before the steps were introduced) - <url> when steps were introduced, the KCL was classed as Step 7 - like the Essex Intermediate League (all of whose club's articles have been deleted) it has never been a Step 6 league (hence no-one objecting to the other ten articles being deleted earlier in the week. Can you reinstate the prod so save the hassle of an AfD?",17,17,13,13,13,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A2QH1BQA6GR48O,AIPK94CUWL45W,0.149804307,14.6,Neutral,0.613420101
Wikipedia,619612,Now why would you do that when he specifically stated that he didn't want to discuss the matter for 48 hours and I specifically stated that people should come here? Did you not read his request?,5,12,1,5,5,A233ONYNWKDIYF,AYG3MF094634L,A2MWGIVIKOXWYM,A22CF8BF9YQND7,A38N58BSMTA0BE,-1.475357648,5.6,Rude,0.006567096
Wikipedia,216645,"No problem, It was open and shut <url> issue. For your next project can you find something that doesnt make your fanclub at the Wikipedia Review angry?",9,15,10,6,5,A233ONYNWKDIYF,A22SZHZTF72TRM,AHH34KPTA2LSS,A1F4D2PZ7NNWTL,A1DTQSIIYIZL62,-1.145079892,9,Rude,0.250543711
Wikipedia,630774,"You seem to have plenty of time to discuss, why don't you try to educate <url> ? Maybe he needs this more than me ?",9,7,5,4,16,A233ONYNWKDIYF,AO5E3LWBYM72K,A24VFD1THQRMFO,A3E11SHVDD48Z8,A2WZQ92N4809N1,-1.260454525,8.2,Rude,0.046766425
Wikipedia,342260,"Hi, I can run a newsletter bot for you, WesleyDodds. Whatcha need me to deliver?",17,17,17,17,17,A2X9AEDAHF7O7S,AYG3MF094634L,A204JAK7QRDWVM,A38WUWONC7EXTO,A1F4D2PZ7NNWTL,0.582834009,17,Polite,0.873500595
Wikipedia,601980,"Hey poetic decay, I was planing on merging <url>, <url>, <url>, <url> and <url> together. You think you could help me with it?",21,17,21,16,17,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A2QH1BQA6GR48O,AIPK94CUWL45W,1.163042124,18.4,Polite,0.653858816
Wikipedia,187736,"Good day, sorry to bother you. Is the 2:00 am news brief called eyewitness news everynite, and if it is do they play move closer to your world?",25,16,17,8,21,A1R4VG71V6XECZ,A2ULMYRKQMNNFG,A2UBXHCHM2I6IL,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,0.659802833,17.4,Polite,0.431164379
Wikipedia,622646,Please don't talk like a robot. What harm did it do?,9,2,9,8,9,A233ONYNWKDIYF,A1TLLJDX8H4JP1,AC25X12LNYY6Y,A1F4D2PZ7NNWTL,AEYHIQUDWJ3KV,-1.255446025,7.4,Rude,0.118950822
Wikipedia,625715,"When you say you emailed Crystal, do you mean ''Crystal Evans, AKA Country Girl in Girl Authority?'' She was the one who wanted me to recieve the Barnstar?",17,10,17,13,17,A16PRU8T6NZLN5,A1TLLJDX8H4JP1,A2UBXHCHM2I6IL,A1RT9SQ9D9DLOV,A3FGBGZ4RKH712,0.284403406,14.8,Neutral,0.548362449
Wikipedia,510884,Hmm it looks like it can't be done manually. Is something wrong in my program?,13,19,13,16,13,A1R4VG71V6XECZ,A2ULMYRKQMNNFG,A2UBXHCHM2I6IL,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,0.113811136,14.8,Neutral,0.581748129
Wikipedia,74639,Well this seems odd to me. Don't you find it strange that otherwise authoritative sources like Emulex and IBM would be so full of mistakes?,9,9,12,8,8,AAZKHFKG1B8VQ,A1BJTTNDDFZ3ZP,A1E0EK09CA5OIO,A3EJ5TT2ZGBIDA,A1F4D2PZ7NNWTL,-1.007174319,9.2,Rude,0.562523787
Wikipedia,356074,"Wait, what's the COI? Was this on the fringe noticeboards?",13,7,17,12,13,A233ONYNWKDIYF,A3MN5VOZFQPNZF,A3E157ZN8XPUKJ,A26NYABOD7YBW8,A38WUWONC7EXTO,-0.411545958,12.4,Rude,0.753806776
Wikipedia,557252,Thank you for your kind comment.   Do you have a suggestion where the portals should be placed in the article?,22,25,25,25,21,A1E0EK09CA5OIO,AO3XB5I5QNNUI,A2GD31JIW0OCYO,A3SQ6ORWDN5BGZ,AMSWIR4J9XEIJ,1.785635552,23.6,Polite,0.248982671
Wikipedia,339301,"Hi, I see that you added the etymology section of the <url> article.  What does ""RatCE"" mean?",13,17,20,13,20,AD317NO9623GZ,A28TXBSZPWMEU9,A28K8ST8B2XU0N,A28ZB4ZB13BWAI,A29B522D0BX6HN,0.553373593,16.6,Polite,0.771975963
Wikipedia,563652,"Hi GW.. I was a bit bored today, so I made this: <url>.. What do you think so far?",13,13,21,13,13,A233ONYNWKDIYF,A34A6MSJTD9A4L,AO5E3LWBYM72K,AQWC8BPA9JB7T,A37ADCYLCSB5O2,-0.067904292,14.6,Neutral,0.08399372
Wikipedia,404626,Why have you restored this article deleted pursuant to a perfectly acceptable AfD? Am I missing something here?,9,9,5,1,9,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,AIPK94CUWL45W,-1.899733301,6.6,Rude,0.842095819
Wikipedia,343214,Hi - how's it going?  Do you need more time?,21,17,24,24,21,A377FGOJB9OTNG,A1N6LHJ8AZZ85F,AVHARSCRX7M9E,AC25X12LNYY6Y,A22CF8BF9YQND7,1.630581644,21.4,Polite,0.65075733
Wikipedia,415689,"I'm getting a little nervous that the FAC's not attracting much attention. You know FAC much better than I do, should I be worried yet?",13,17,15,16,10,A1VE0KG5BAO7EU,A3454T4PU9GJM0,A2ULMYRKQMNNFG,A872FSFU7WV6W,A1F4D2PZ7NNWTL,-0.010516765,14.2,Neutral,0.389189724
Wikipedia,452555,Hi. How come <url> can still edit?,9,13,13,9,17,A3I83CQLOZRO79,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A30BBO4BCZVILB,AIPK94CUWL45W,-0.336042426,12.2,Rude,0.302019584
